time,Hips.x,Hips.y,Hips.z,RightUpLeg.x,RightUpLeg.y,RightUpLeg.z,RightLeg.x,RightLeg.y,RightLeg.z,RightFoot.x,RightFoot.y,RightFoot.z,LeftUpLeg.x,LeftUpLeg.y,LeftUpLeg.z,LeftLeg.x,LeftLeg.y,LeftLeg.z,LeftFoot.x,LeftFoot.y,LeftFoot.z
3.712,0,0,0,8.23342,-1.83758,4.11396,0.18623,-42.08293,-4.17165,-8.99492,-82.8991,-5.8581,-8.23841,-1.33736,-4.2931,9.88182,-38.93071,-7.68348,16.51791,-74.21596,13.85742
3.72,0,0,0,8.24057,-1.83446,4.10101,0.06334,-42.09693,-3.97133,-9.14264,-82.91564,-5.44776,-8.2445,-1.34047,-4.28043,10.27334,-38.71704,-7.91072,16.71248,-74.64081,12.61041
3.728,0,0,0,8.24683,-1.8345,4.08839,-0.07074,-42.10508,-3.79797,-9.30259,-82.9248,-5.07086,-8.25137,-1.34047,-4.26717,10.61767,-38.51825,-8.12324,16.83819,-75.08702,11.29652
3.736,0,0,0,8.25231,-1.82927,4.07968,-0.19086,-42.11459,-3.59514,-9.46293,-82.93108,-4.66294,-8.25579,-1.34579,-4.25693,10.90826,-38.34885,-8.33238,16.92298,-75.54139,9.93329
3.744,0,0,0,8.2572,-1.82267,4.07274,-0.31402,-42.12117,-3.38798,-9.63315,-82.93211,-4.23503,-8.2593,-1.3525,-4.24798,11.15681,-38.20275,-8.51067,16.97678,-76.00384,8.5276
3.752,0,0,0,8.26092,-1.81716,4.06764,-0.43238,-42.13272,-3.15585,-9.80224,-82.93617,-3.77337,-8.26242,-1.35817,-4.24011,11.37241,-38.07646,-8.63758,16.99147,-76.47032,7.09248
3.76,0,0,0,8.26461,-1.81023,4.06323,-0.55006,-42.14083,-2.92544,-9.955,-82.93916,-3.29919,-8.26484,-1.36524,-4.23309,11.57703,-37.96383,-8.69847,16.98965,-76.92142,5.65796
3.768,0,0,0,8.26776,-1.80414,4.05954,-0.67955,-42.1542,-2.64234,-10.11247,-82.94761,-2.76415,-8.26692,-1.37144,-4.22703,11.76629,-37.86252,-8.71799,16.9723,-77.34781,4.20123
3.776,0,0,0,8.27067,-1.79979,4.05554,-0.81337,-42.16507,-2.36482,-10.25943,-82.95538,-2.2255,-8.26863,-1.37583,-4.22225,11.92574,-37.77607,-8.72865,16.92741,-77.74175,2.7092
3.784,0,0,0,8.2744,-1.79625,4.04948,-0.95782,-42.17611,-2.06037,-10.41068,-82.96307,-1.65513,-8.2704,-1.3793,-4.21765,12.0595,-37.70144,-8.74468,16.86207,-78.09183,1.18752
3.792,0,0,0,8.27908,-1.79302,4.04134,-1.1025,-42.18589,-1.74648,-10.54891,-82.97074,-1.06927,-8.27228,-1.38232,-4.21298,12.18317,-37.63462,-8.73432,16.78519,-78.39635,-0.34386
3.8,0,0,0,8.284,-1.79002,4.03258,-1.25102,-42.19494,-1.41007,-10.692,-82.97578,-0.46753,-8.27375,-1.38505,-4.20918,12.29422,-37.57661,-8.70659,16.68809,-78.65605,-1.90437
3.808,0,0,0,8.28924,-1.78866,4.0224,-1.39911,-42.20407,-1.05965,-10.82508,-82.98155,0.14243,-8.27511,-1.38599,-4.20623,12.39343,-37.52538,-8.66196,16.58042,-78.86169,-3.47784
3.816,0,0,0,8.29399,-1.78968,4.01216,-1.53253,-42.21753,-0.6916,-10.95217,-82.98816,0.76534,-8.27585,-1.3844,-4.20526,12.47506,-37.48414,-8.59897,16.44796,-79.01451,-5.05761
3.824,0,0,0,8.29917,-1.78964,4.00145,-1.66271,-42.22864,-0.30497,-11.07306,-82.99129,1.41235,-8.27614,-1.38375,-4.20493,12.53521,-37.45794,-8.52208,16.27949,-79.11754,-6.63657
3.832,0,0,0,8.30483,-1.78949,3.98977,-1.79988,-42.23376,0.08433,-11.21228,-82.98445,2.05536,-8.27626,-1.38311,-4.20489,12.5597,-37.45365,-8.43291,16.04603,-79.17766,-8.21216
3.84,0,0,0,8.31115,-1.78725,3.97759,-1.92255,-42.23571,0.4718,-11.33114,-82.97449,2.69148,-8.27599,-1.38442,-4.20498,12.55288,-37.47137,-8.32649,15.74207,-79.19434,-9.78224
3.848,0,0,0,8.31757,-1.78335,3.96589,-2.04448,-42.23363,0.88371,-11.45878,-82.9576,3.33858,-8.27518,-1.38731,-4.20563,12.51336,-37.51246,-8.19395,15.35567,-79.16716,-11.34107
3.856,0,0,0,8.32441,-1.77631,3.9547,-2.14921,-42.22769,1.29279,-11.56351,-82.95166,3.74766,-8.27376,-1.39331,-4.20644,12.43433,-37.58017,-8.05128,14.89904,-79.09588,-12.89563
3.864,0,0,0,8.33107,-1.7662,3.94518,-2.26451,-42.21178,1.71238,-11.6788,-82.93575,4.16724,-8.27151,-1.40237,-4.20786,12.30954,-37.67813,-7.89394,14.35929,-78.98478,-14.42511
3.872,0,0,0,8.33755,-1.75298,3.93736,-2.38831,-42.18466,2.11189,-11.81005,-82.89288,4.78926,-8.26825,-1.41453,-4.2102,12.14559,-37.80451,-7.69474,13.76765,-78.83186,-15.89366
3.88,0,0,0,8.34282,-1.73815,3.93278,-2.48,-42.16018,2.51063,-11.90768,-82.85319,5.39077,-8.26352,-1.42832,-4.21483,11.93174,-37.96047,-7.47833,13.11536,-78.64602,-17.29578
3.888,0,0,0,8.34826,-1.72051,3.92898,-2.56024,-42.13069,2.87149,-11.94758,-82.78574,6.35604,-8.25805,-1.44487,-4.21989,11.661,-38.14824,-7.25154,12.43865,-78.44146,-18.60711
3.896,0,0,0,8.35181,-1.70166,3.92966,-2.64766,-42.09508,3.23667,-12.048,-82.72299,6.9922,-8.25104,-1.46276,-4.22745,11.32725,-38.36647,-7.03877,11.72598,-78.22555,-19.8525
3.904,0,0,0,8.35182,-1.70166,3.92965,-2.72642,-42.07796,3.57799,-12.14084,-82.67177,7.65331,-8.25103,-1.46276,-4.22745,10.93696,-38.58708,-6.81635,10.98824,-77.98075,-21.00202
3.912,0,0,0,8.35182,-1.70166,3.92965,-2.80128,-42.05888,3.91014,-12.22933,-82.61318,8.33258,-8.25103,-1.46277,-4.22745,10.50851,-38.8199,-6.5984,10.2293,-77.73351,-22.04992
3.92,0,0,0,8.35351,-1.68583,3.93288,-2.85952,-42.02532,4.23301,-12.29013,-82.53669,9.0278,-8.24465,-1.47796,-4.23462,10.08216,-39.06295,-6.37787,9.52384,-77.50178,-22.96826
3.928,0,0,0,8.35487,-1.66252,3.93989,-2.90575,-41.98521,4.55272,-12.3326,-82.44933,9.73791,-8.23505,-1.50051,-4.24535,9.66636,-39.30189,-6.16673,8.89501,-77.29167,-23.75304
3.936,0,0,0,8.35464,-1.58489,3.97224,-2.9421,-41.89182,4.88478,-12.35134,-82.30629,10.47345,-8.20091,-1.57606,-4.28389,9.30102,-39.57595,-5.95339,8.41278,-77.16008,-24.38546
3.944,0,0,0,8.35394,-1.55725,3.98462,-2.97934,-41.84608,5.19447,-12.36541,-82.20775,11.189,-8.19033,-1.60344,-4.29396,8.95843,-39.77501,-5.68964,8.00729,-77.01219,-24.80989
3.952,0,0,0,8.35303,-1.52984,3.99714,-3.01112,-41.80009,5.50032,-12.36757,-82.10546,11.9059,-8.18159,-1.63105,-4.30022,8.67293,-39.94186,-5.44201,7.7061,-76.9507,-24.99982
3.96,0,0,0,8.3524,-1.50565,4.00762,-3.05309,-41.75136,5.82288,-12.37261,-81.99617,12.64917,-8.17662,-1.65598,-4.30015,8.46351,-40.06534,-5.26133,7.52028,-76.98383,-24.9903
3.968,0,0,0,8.35242,-1.48322,4.01594,-3.09997,-41.7008,6.13386,-12.37064,-81.88045,13.39663,-8.17553,-1.67974,-4.293,8.34703,-40.14234,-5.14753,7.47471,-77.08501,-24.83446
3.976,0,0,0,8.352,-1.46087,4.02498,-3.14029,-41.65066,6.4343,-12.36416,-81.7582,14.14156,-8.17714,-1.70404,-4.28034,8.36384,-40.16068,-5.04166,7.59783,-77.19011,-24.56937
3.984,0,0,0,8.3518,-1.4384,4.0335,-3.1579,-41.60632,6.70971,-12.33267,-81.63407,14.87667,-8.18036,-1.72857,-4.26431,8.50326,-40.12555,-4.91676,7.89238,-77.27429,-24.22207
3.992,0,0,0,8.35093,-1.42172,4.04119,-3.17493,-41.56781,6.96396,-12.30761,-81.50574,15.60413,-8.18483,-1.74719,-4.24812,8.6537,-40.07678,-4.88309,8.25094,-77.36406,-23.92499
4,0,0,0,8.35123,-1.41851,4.04172,-3.19066,-41.54245,7.19625,-12.27277,-81.3809,16.33462,-8.19131,-1.75165,-4.23376,8.75763,-40.03179,-4.91282,8.59503,-77.47174,-23.65637
4.008,0,0,0,8.35324,-1.432,4.03279,-3.23096,-41.52404,7.42864,-12.25186,-81.25591,17.07739,-8.19973,-1.73859,-4.22282,8.82943,-39.98309,-4.90296,8.91764,-77.59795,-23.29349
4.016,0,0,0,8.35706,-1.45475,4.01669,-3.30395,-41.50565,7.62825,-12.25268,-81.125,17.79312,-8.20926,-1.71569,-4.21369,8.81992,-39.96019,-4.89384,9.18231,-77.75232,-22.91384
4.024,0,0,0,8.36064,-1.47993,4.00003,-3.36412,-41.49373,7.81089,-12.23487,-80.99375,18.49523,-8.21747,-1.69003,-4.20803,8.81171,-39.93453,-4.88818,9.42217,-77.884,-22.56758
4.032,0,0,0,8.36384,-1.50775,3.9829,-3.39567,-41.49283,7.98344,-12.18364,-80.86689,19.18842,-8.22437,-1.66135,-4.20599,8.86724,-39.87979,-4.77524,9.68193,-77.96599,-22.14977
4.04,0,0,0,8.36852,-1.53897,3.96106,-3.41255,-41.49985,8.1362,-12.11157,-80.74183,19.86184,-8.23222,-1.62885,-4.20333,8.86139,-39.84825,-4.63059,9.85592,-78.05968,-21.71844
4.048,0,0,0,8.37352,-1.57342,3.93688,-3.40276,-41.52023,8.25753,-11.99481,-80.62406,20.51167,-8.24151,-1.59302,-4.19887,8.36844,-40.02388,-3.67426,9.54932,-78.35424,-20.48157
4.056,0,0,0,8.37661,-1.61251,3.91443,-3.37608,-41.55091,8.37481,-11.85193,-80.50446,21.17628,-8.25269,-1.55295,-4.1919,7.93496,-40.1559,-3.25956,9.32605,-78.61777,-19.74733
4.064,0,0,0,8.37705,-1.66133,3.89302,-3.33474,-41.59833,8.47197,-11.67789,-80.38938,21.84145,-8.26676,-1.50358,-4.18217,7.39441,-40.31324,-2.90358,9.02716,-78.91751,-19.03249
4.072,0,0,0,8.37382,-1.71649,3.87601,-3.27482,-41.6606,8.55299,-11.48817,-80.26531,22.52848,-8.28141,-1.44829,-4.17268,6.83992,-40.4625,-2.64483,8.73289,-79.20896,-18.39998
4.08,0,0,0,8.37381,-1.71649,3.87601,-3.18961,-41.67905,8.60655,-11.28319,-80.07212,23.22035,-8.28141,-1.44829,-4.17268,6.28786,-40.66716,-2.52523,8.45841,-79.55069,-17.90237
4.088,0,0,0,8.37381,-1.71649,3.87601,-3.08653,-41.70828,8.6104,-11.06778,-79.8624,23.89633,-8.28141,-1.44829,-4.17269,5.94151,-40.79578,-2.56615,8.38924,-79.80371,-17.58236
4.096,0,0,0,8.37382,-1.71649,3.87601,-2.947,-41.75378,8.56124,-10.82386,-79.63495,24.5634,-8.28141,-1.44829,-4.17268,5.69345,-40.88454,-2.56571,8.37197,-80.00016,-17.25891
4.104,0,0,0,8.37381,-1.7165,3.87601,-2.78149,-41.81224,8.45723,-10.5871,-79.38635,25.20104,-8.28141,-1.44829,-4.17268,5.50898,-40.94521,-2.46513,8.35132,-80.15994,-16.86038
4.112,0,0,0,8.36843,-1.7728,3.86228,-2.58311,-41.94344,8.27593,-10.3561,-79.17098,25.79128,-8.29669,-1.3923,-4.16137,5.34423,-40.93081,-2.23055,8.31018,-80.25343,-16.30293
4.12,0,0,0,8.36004,-1.82678,3.85528,-2.35354,-42.08644,8.03567,-10.14716,-78.91445,26.36745,-8.31171,-1.33928,-4.14878,5.16843,-40.91899,-1.95108,8.24666,-80.3642,-15.65132
4.128,0,0,0,8.36004,-1.82677,3.85528,-2.05936,-42.19437,7.72695,-9.93315,-78.5674,26.91297,-8.31171,-1.33928,-4.14878,4.97713,-40.96834,-1.69089,8.15784,-80.551,-14.96464
4.136,0,0,0,8.36004,-1.82677,3.85528,-1.6724,-42.32521,7.3658,-9.57087,-78.26232,27.34667,-8.31172,-1.33928,-4.14878,4.73027,-41.03478,-1.45236,8.01678,-80.76157,-14.26164
4.144,0,0,0,8.31955,-1.95818,3.8783,-1.24555,-42.60447,6.95804,-9.11879,-78.12359,27.68246,-8.36098,-1.21465,-4.08768,4.4152,-40.97976,-1.15481,7.81689,-80.84927,-13.48153
4.152,0,0,0,8.30909,-1.95801,3.90076,-0.71474,-42.76216,6.48696,-8.51332,-77.86016,27.94411,-8.36157,-1.21615,-4.08603,4.13521,-41.05127,-0.90946,7.65798,-81.05775,-12.74876
4.16,0,0,0,8.27108,-1.94461,3.98728,-0.19566,-42.89935,6.0171,-7.89364,-77.55505,28.21666,-8.34708,-1.23208,-4.11082,3.85872,-41.13605,-0.6774,7.52563,-81.26627,-12.04474
4.168,0,0,0,8.25317,-1.93873,4.02706,0.34423,-43.03027,5.45229,-7.20245,-77.244,28.3775,-8.33518,-1.23845,-4.13298,3.56688,-41.21078,-0.43829,7.37457,-81.44435,-11.38628
4.176,0,0,0,8.23265,-1.93325,4.07145,0.85667,-43.14236,4.77918,-6.51507,-76.95999,28.34021,-8.31978,-1.24427,-4.16217,3.24418,-41.29426,-0.24177,7.19958,-81.6182,-10.79791
4.184,0,0,0,8.21008,-1.93088,4.11787,1.29768,-43.22627,4.03863,-5.89911,-76.69223,28.14948,-8.30167,-1.2468,-4.19742,2.87334,-41.39124,-0.11823,6.96599,-81.79787,-10.29916
4.192,0,0,0,8.18601,-1.93155,4.16521,1.64903,-43.27749,3.22851,-5.38682,-76.43148,27.8132,-8.28153,-1.24621,-4.2372,2.48956,-41.48705,-0.02347,6.70936,-81.97648,-9.81611
4.2,0,0,0,8.16149,-1.93575,4.21113,1.9213,-43.29776,2.38321,-5.02066,-76.1884,27.34542,-8.26067,-1.24198,-4.27896,2.11419,-41.57445,0.05124,6.43649,-82.14839,-9.33868
4.208,0,0,0,8.13712,-1.94525,4.2537,2.15576,-43.29437,1.50238,-4.7106,-75.92139,26.8288,-8.23995,-1.23238,-4.32147,1.76911,-41.64207,0.14757,6.09141,-82.216,-9.24236
4.216,0,0,0,8.11337,-1.96135,4.29148,2.38369,-43.2749,0.6229,-4.49794,-75.62528,26.29765,-8.2207,-1.21605,-4.36258,1.47682,-41.67621,0.33106,5.79913,-82.25014,-9.05886
4.224,0,0,0,8.09083,-1.98197,4.32444,2.66883,-43.24957,-0.2235,-4.31418,-75.24524,25.86505,-8.20279,-1.19511,-4.40188,1.24086,-41.6752,0.62567,5.64874,-82.33107,-8.36142
4.232,0,0,0,8.07,-2.00614,4.35214,2.94975,-43.21209,-1.02832,-4.13929,-74.83765,25.47954,-8.18727,-1.17055,-4.43724,1.0145,-41.65863,0.96086,5.50011,-82.39718,-7.60344
4.24,0,0,0,8.05193,-2.03119,4.37392,3.26324,-43.15609,-1.86372,-3.87455,-74.45973,25.01064,-8.17404,-1.14506,-4.46817,0.78008,-41.63743,1.30152,5.53497,-82.5937,-5.98347
4.248,0,0,0,8.03647,-2.05567,4.3909,3.60289,-43.09398,-2.63031,-3.5199,-74.18303,24.49595,-8.1622,-1.12011,-4.49603,0.52868,-41.61515,1.64535,5.37547,-82.63239,-5.22427
4.256,0,0,0,8.02373,-2.07612,4.40457,3.9315,-43.00208,-3.43229,-3.14841,-73.99884,23.81056,-8.15174,-1.09921,-4.52011,0.26142,-41.60056,1.95725,5.19952,-82.67172,-4.51361
4.264,0,0,0,8.01337,-2.09,4.41684,4.24987,-42.93186,-4.00189,-2.78274,-73.94307,23.23677,-8.14235,-1.08498,-4.54043,-0.02245,-41.5981,2.23091,4.99262,-82.7181,-3.85937
4.272,0,0,0,8.00513,-2.09553,4.42913,4.52359,-42.63536,-5.44496,-2.43715,-73.75047,21.69349,-8.13366,-1.07929,-4.55735,-0.25157,-41.60803,2.399,4.83102,-82.77162,-3.33012
4.28,0,0,0,7.99911,-2.09443,4.44052,4.79711,-42.46469,-6.19367,-2.09713,-73.7923,20.71631,-8.12591,-1.08037,-4.57089,-0.59611,-41.63827,2.60242,4.53271,-82.84123,-2.79275
4.288,0,0,0,7.99298,-2.09031,4.45348,5.07084,-42.26487,-6.97295,-1.7395,-73.92521,19.56643,-8.1177,-1.08454,-4.58447,-0.94448,-41.67333,2.77702,4.22583,-82.91199,-2.29623
4.296,0,0,0,7.98684,-2.08437,4.46726,5.3167,-42.02811,-7.79916,-1.41283,-74.12377,18.23312,-8.1095,-1.09058,-4.59753,-1.2688,-41.69433,2.99441,3.93894,-82.9653,-1.76829
4.304,0,0,0,7.98136,-2.07513,4.48133,5.57327,-41.78931,-8.56022,-1.07694,-74.38046,16.86985,-8.10205,-1.10005,-4.60839,-1.56663,-41.70542,3.23945,3.68425,-83.00639,-1.20527
4.312,0,0,0,7.97597,-2.06188,4.49702,5.82129,-41.52548,-9.32611,-0.76402,-74.66329,15.40476,-8.09506,-1.11361,-4.61743,-1.86624,-41.7163,3.48937,3.42454,-83.04516,-0.63734
4.32,0,0,0,7.9701,-2.04689,4.51423,6.05735,-41.24281,-10.08432,-0.47194,-74.95159,13.8778,-8.08801,-1.12896,-4.62604,-2.14809,-41.71812,3.76052,3.18315,-83.07318,-0.03872
4.328,0,0,0,7.96433,-2.03189,4.53118,6.30113,-40.95885,-10.79926,-0.20219,-75.25237,12.32558,-8.08158,-1.14431,-4.63348,-2.4273,-41.71569,4.03191,2.93401,-83.09563,0.5601
4.336,0,0,0,7.95994,-2.01642,4.54577,6.54765,-40.68726,-11.44387,0.05016,-75.57391,10.77777,-8.07615,-1.16009,-4.63903,-2.71287,-41.71398,4.28923,2.67445,-83.1168,1.14595
4.344,0,0,0,7.95521,-2.0041,4.55947,6.7491,-40.40794,-12.07745,0.2388,-75.89092,9.17511,-8.07127,-1.17265,-4.64437,-3.00583,-41.70884,4.53472,2.40951,-83.13114,1.71273
4.352,0,0,0,7.95119,-1.99531,4.57035,6.96484,-40.14991,-12.6445,0.4353,-76.22891,7.57351,-8.0676,-1.1816,-4.64845,-3.30661,-41.70165,4.76195,2.13295,-83.14121,2.25788
4.36,0,0,0,7.9487,-1.98885,4.57746,7.18115,-39.89937,-13.17923,0.63276,-76.57934,5.92037,-8.06564,-1.18816,-4.65019,-3.60926,-41.6898,4.98592,1.84617,-83.14467,2.7884
4.368,0,0,0,7.94706,-1.9853,4.58186,7.38275,-39.6724,-13.65164,0.82124,-76.95893,4.23014,-8.06542,-1.19177,-4.64966,-3.92315,-41.67418,5.20496,1.55406,-83.14108,3.30935
4.376,0,0,0,7.9461,-1.98476,4.58376,7.54461,-39.44666,-14.11228,0.97759,-77.33553,2.4529,-8.0665,-1.19232,-4.64764,-4.24676,-41.66038,5.39441,1.23974,-83.13828,3.78848
4.384,0,0,0,7.9456,-1.98714,4.58359,7.68242,-39.24583,-14.51659,1.13352,-77.72381,0.63776,-8.06841,-1.18991,-4.64494,-4.57198,-41.63783,5.59409,0.92325,-83.12473,4.2764
4.392,0,0,0,7.94597,-1.98998,4.58172,7.78865,-39.04779,-14.9065,1.27042,-78.08706,-1.24835,-8.07136,-1.187,-4.64055,-4.89088,-41.60343,5.82337,0.60529,-83.09835,4.79366
4.4,0,0,0,7.94698,-1.99242,4.57891,7.89775,-38.86455,-15.25896,1.41103,-78.41966,-3.15885,-8.07527,-1.1845,-4.63439,-5.20731,-41.55779,6.08329,0.30049,-83.05741,5.34639
4.408,0,0,0,7.94827,-1.99616,4.57503,7.99521,-38.69018,-15.59037,1.52906,-78.70807,-5.10922,-8.07979,-1.18068,-4.62748,-5.5273,-41.51372,6.31911,-0.00381,-83.01554,5.88697
4.416,0,0,0,7.94935,-2.00091,4.57108,8.08062,-38.53243,-15.88687,1.62252,-78.95455,-7.08675,-8.0845,-1.17583,-4.62049,-5.82395,-41.46365,6.55441,-0.27861,-82.96464,6.43802
4.424,0,0,0,7.94946,-2.00624,4.56855,8.15699,-38.3896,-16.15114,1.68919,-79.14952,-9.08764,-8.08899,-1.17036,-4.61401,-6.11677,-41.40863,6.79165,-0.54409,-82.90561,6.99824
4.432,0,0,0,7.94966,-2.01123,4.56602,8.20981,-38.25974,-16.38809,1.72795,-79.28635,-11.10609,-8.09373,-1.16524,-4.60698,-6.39809,-41.35213,7.0221,-0.81594,-82.84496,7.55271
4.44,0,0,0,7.94986,-2.01734,4.56297,8.2327,-38.14886,-16.59193,1.74445,-79.36914,-13.1441,-8.09913,-1.15894,-4.59908,-6.67614,-41.29572,7.23779,-1.09243,-82.78295,8.09101
4.448,0,0,0,7.95111,-2.02366,4.55798,8.21623,-38.05901,-16.76056,1.73756,-79.39411,-15.16889,-8.10563,-1.15242,-4.58927,-6.94189,-41.23472,7.45866,-1.3563,-82.71379,8.63526
4.456,0,0,0,7.95317,-2.03237,4.55052,8.17356,-37.99982,-16.88288,1.71361,-79.36741,-17.18034,-8.11308,-1.1435,-4.57831,-7.19771,-41.17025,7.67395,-1.60916,-82.63835,9.17797
4.464,0,0,0,7.95696,-2.04208,4.53954,8.0984,-37.9689,-16.96258,1.68229,-79.28534,-19.17197,-8.12191,-1.13354,-4.5651,-7.43527,-41.10627,7.87699,-1.83946,-82.56007,9.71173
4.472,0,0,0,7.96109,-2.05354,4.5271,7.99327,-37.96935,-16.99384,1.65783,-79.14904,-21.14019,-8.13136,-1.1218,-4.55116,-7.6875,-41.03869,8.07983,-2.08034,-82.47369,10.27009
4.48,0,0,0,7.96603,-2.06548,4.51296,7.86515,-38.00797,-16.96316,1.63648,-78.9602,-23.06365,-8.14164,-1.10958,-4.53576,-7.94006,-40.96988,8.2788,-2.31469,-82.38109,10.84076
4.488,0,0,0,7.9711,-2.07827,4.49812,7.70954,-38.07756,-16.88129,1.60693,-78.70959,-24.93695,-8.15244,-1.09649,-4.51952,-8.20021,-40.90838,8.44611,-2.55561,-82.29143,11.392
4.496,0,0,0,7.97709,-2.09104,4.48154,7.54515,-38.18888,-16.72828,1.56988,-78.40736,-26.72161,-8.16412,-1.0834,-4.50157,-8.21189,-40.8953,8.46407,-2.5454,-82.24517,11.80706
4.504,0,0,0,7.98385,-2.10502,4.46293,7.35839,-38.33308,-16.5188,1.50659,-78.05028,-28.40985,-8.17685,-1.06907,-4.48183,-8.22462,-40.88097,8.4838,-2.53503,-82.19305,12.23046
4.512,0,0,0,7.99174,-2.1216,4.4409,7.14652,-38.51591,-16.24331,1.41369,-77.66481,-29.93984,-8.19136,-1.05209,-4.45929,-8.48801,-40.81398,8.65562,-2.76716,-82.08235,12.81381
4.52,0,0,0,7.99991,-2.14176,4.41645,6.93511,-38.72697,-15.9179,1.25741,-77.26863,-31.2607,-8.20744,-1.0314,-4.43448,-8.76405,-40.74149,8.82809,-3.00989,-81.96093,13.4046
4.528,0,0,0,8.00862,-2.16516,4.38916,6.74787,-38.96646,-15.54001,1.07217,-76.88755,-32.35888,-8.22463,-1.00744,-4.40806,-9.57363,-40.56713,9.2414,-3.78347,-81.73219,14.2423
4.536,0,0,0,8.01719,-2.19154,4.36033,6.58196,-39.2206,-15.13031,0.9351,-76.54993,-33.23365,-8.24254,-0.98041,-4.38062,-9.84856,-40.49098,9.38282,-4.02398,-81.59596,14.81897
4.544,0,0,0,8.02463,-2.22087,4.33171,6.45956,-39.49191,-14.6819,0.85059,-76.26764,-33.89601,-8.26009,-0.95032,-4.35411,-10.1231,-40.41437,9.51003,-4.25911,-81.45065,15.40365
4.552,0,0,0,8.03106,-2.2523,4.30347,6.39226,-39.76339,-14.22568,0.7857,-76.02822,-34.38816,-8.27714,-0.91806,-4.32858,-10.38901,-40.3374,9.62681,-4.5031,-81.29996,15.99245
4.56,0,0,0,8.03764,-2.28155,4.27569,6.28522,-40.0171,-13.78127,0.66466,-75.88099,-34.64483,-8.29405,-0.88799,-4.30242,-10.69913,-40.25529,9.75205,-4.79374,-81.13667,16.60306
4.568,0,0,0,8.04377,-2.30827,4.24974,6.10801,-40.23087,-13.39186,0.43821,-75.86663,-34.62963,-8.31028,-0.86042,-4.27662,-10.93206,-40.1843,9.86043,-5.00964,-80.97607,17.21251
4.576,0,0,0,8.0502,-2.33062,4.2253,5.89939,-40.39779,-13.07678,0.21349,-75.99577,-34.37352,-8.32553,-0.83732,-4.25147,-11.14581,-40.11662,9.97103,-5.20095,-80.80946,17.83545
4.584,0,0,0,8.05526,-2.34839,4.20576,5.67164,-40.49016,-12.90039,-0.0142,-76.18326,-34.03734,-8.33803,-0.81892,-4.23051,-11.35312,-40.05838,10.06185,-5.38462,-80.64461,18.44229
4.592,0,0,0,8.06137,-2.36101,4.18695,5.40576,-40.50954,-12.86399,-0.27869,-76.36482,-33.72502,-8.34898,-0.80586,-4.21137,-11.5443,-40.01064,10.13687,-5.5556,-80.48185,19.04273
4.6,0,0,0,8.07085,-2.3687,4.16429,5.2011,-40.46722,-12.96359,-0.52463,-76.48402,-33.53306,-8.35998,-0.79802,-4.19099,-11.70271,-39.96887,10.21623,-5.69873,-80.31577,19.65955
4.608,0,0,0,8.08404,-2.37197,4.13674,5.09564,-40.38421,-13.16169,-0.69632,-76.56351,-33.42517,-8.37177,-0.79483,-4.16801,-11.82458,-39.94113,10.2799,-5.80097,-80.14862,20.28847
4.616,0,0,0,8.09906,-2.37197,4.10727,5.04549,-40.29323,-13.37846,-0.80899,-76.68489,-33.2397,-8.38317,-0.79509,-4.14497,-11.92476,-39.91976,10.34,-5.88456,-79.97186,20.94388
4.624,0,0,0,8.11309,-2.36998,4.08064,5.02315,-40.22943,-13.53217,-0.89033,-76.84449,-32.96063,-8.39162,-0.79745,-4.12738,-12.01167,-39.9055,10.38305,-5.95449,-79.78308,21.61633
4.632,0,0,0,8.12216,-2.36791,4.06376,4.9029,-40.18897,-13.60826,-1.09879,-76.99093,-32.65274,-8.3944,-0.7999,-4.12125,-12.07396,-39.89224,10.41651,-6.00756,-79.57914,22.30119
4.64,0,0,0,8.12518,-2.36428,4.05983,4.75777,-40.20711,-13.53782,-1.29814,-77.13639,-32.31682,-8.39052,-0.80389,-4.12838,-12.12093,-39.88532,10.42576,-6.04508,-79.36661,22.97201
4.648,0,0,0,8.12215,-2.36563,4.0651,4.58159,-40.31667,-13.26349,-1.48531,-77.35943,-31.81407,-8.38101,-0.80272,-4.14787,-12.09383,-39.85872,10.47886,-6.00608,-79.1198,23.69263
4.656,0,0,0,8.11803,-2.36547,4.07344,4.31963,-40.49207,-12.80944,-1.74898,-77.72667,-30.97131,-8.3684,-0.80309,-4.17318,-12.07338,-39.86875,10.42973,-5.96008,-78.89027,24.32379
4.664,0,0,0,8.11739,-2.35861,4.07866,4.10302,-40.72235,-12.20647,-1.99405,-78.23797,-29.77067,-8.35601,-0.81022,-4.19659,-12.05655,-39.91945,10.29035,-5.93816,-78.67439,24.90941
4.672,0,0,0,8.12319,-2.33931,4.07824,4.04431,-40.99286,-11.48977,-2.11437,-78.81112,-28.37015,-8.34526,-0.83002,-4.21405,-11.9804,-39.99729,10.13196,-5.84169,-78.44909,25.5226
4.68,0,0,0,8.1351,-2.30745,4.07263,4.02471,-41.23441,-10.78985,-2.25895,-79.29641,-27.06549,-8.33586,-0.8625,-4.22613,-11.81691,-40.08945,9.99448,-5.64021,-78.20014,26.19697
4.688,0,0,0,8.15116,-2.26779,4.06281,4.0932,-41.44611,-10.13894,-2.40105,-79.67644,-25.93018,-8.32864,-0.90275,-4.23194,-11.56536,-40.20427,9.83969,-5.31527,-77.93649,26.87826
