time,Hips.x,Hips.y,Hips.z,RightUpLeg.x,RightUpLeg.y,RightUpLeg.z,RightLeg.x,RightLeg.y,RightLeg.z,RightFoot.x,RightFoot.y,RightFoot.z,LeftUpLeg.x,LeftUpLeg.y,LeftUpLeg.z,LeftLeg.x,LeftLeg.y,LeftLeg.z,LeftFoot.x,LeftFoot.y,LeftFoot.z
2.728,0,0,0,8.28598,-1.69408,4.0698,-2.8188,-41.7792,8.86183,-11.00304,-81.80917,18.01153,-8.27773,-1.48443,-4.16729,7.63486,-40.18305,-5.68482,7.55777,-78.91947,-21.5776
2.736,0,0,0,8.27202,-1.72571,4.08489,-2.86471,-41.78442,9.02147,-10.96215,-81.76394,18.46425,-8.27219,-1.45258,-4.18944,7.296,-40.30056,-5.43945,7.31454,-79.05228,-21.29506
2.744,0,0,0,8.25748,-1.75965,4.0998,-2.89624,-41.79608,9.17673,-10.90097,-81.71828,18.93578,-8.2682,-1.41846,-4.20895,6.89118,-40.4367,-5.14003,7.00722,-79.22787,-20.89846
2.752,0,0,0,8.24324,-1.79368,4.11367,-2.91079,-41.81516,9.30653,-10.81373,-81.67198,19.4097,-8.26595,-1.38429,-4.22473,5.52515,-40.91752,-4.06361,5.751,-79.7724,-19.66311
2.76,0,0,0,8.22972,-1.82692,4.12611,-2.90711,-41.83855,9.43057,-10.70733,-81.62311,19.89202,-8.26581,-1.35098,-4.23577,5.12334,-41.01957,-3.75596,5.46354,-79.94211,-19.18377
2.768,0,0,0,8.21743,-1.85978,4.13592,-2.88657,-41.8678,9.53556,-10.57526,-81.57378,20.37143,-8.26764,-1.31803,-4.24258,4.78976,-41.09314,-3.50638,5.27894,-80.07726,-18.77385
2.776,0,0,0,8.2068,-1.89319,4.14186,-2.86058,-41.89968,9.62741,-10.43969,-81.51826,20.85338,-8.27197,-1.28448,-4.24441,4.53755,-41.13634,-3.32677,5.21323,-80.176,-18.44449
2.784,0,0,0,8.19925,-1.92396,4.1426,-2.8296,-41.93127,9.69929,-10.29721,-81.45198,21.33738,-8.27927,-1.25356,-4.23945,4.40207,-41.14393,-3.22017,5.29367,-80.24333,-18.17139
2.792,0,0,0,8.19382,-1.95099,4.14072,-2.80037,-41.96007,9.75303,-10.15323,-81.37146,21.82673,-8.28818,-1.22636,-4.22999,4.38594,-41.11729,-3.14518,5.48314,-80.28234,-17.90973
2.8,0,0,0,8.19124,-1.9743,4.13477,-2.76186,-41.98944,9.78408,-9.99221,-81.2812,22.31311,-8.29833,-1.20284,-4.21681,4.44728,-41.06823,-3.0351,5.73008,-80.31435,-17.56761
2.808,0,0,0,8.19178,-1.99349,4.12448,-2.71219,-42.01953,9.79161,-9.84303,-81.17536,22.79427,-8.30979,-1.18342,-4.19971,4.52737,-41.01588,-2.90383,5.97708,-80.35873,-17.1564
2.816,0,0,0,8.19541,-2.00763,4.1104,-2.64393,-42.05242,9.76901,-9.68359,-81.0585,23.2622,-8.32212,-1.1691,-4.17923,4.59555,-40.97233,-2.78846,6.21957,-80.42241,-16.72224
2.824,0,0,0,8.20121,-2.01679,4.09431,-2.56839,-42.08582,9.71438,-9.52753,-80.92716,23.71501,-8.33449,-1.15979,-4.15714,4.63562,-40.94297,-2.68362,6.4306,-80.50527,-16.27405
2.832,0,0,0,8.20855,-2.02053,4.0777,-2.4842,-42.12073,9.62171,-9.36041,-80.77989,24.15731,-8.34649,-1.15597,-4.13408,4.64372,-40.92873,-2.55965,6.59982,-80.60327,-15.79602
2.84,0,0,0,8.21654,-2.01743,4.06313,-2.39017,-42.15788,9.4797,-9.18879,-80.61347,24.58081,-8.35705,-1.15908,-4.11179,4.60814,-40.93442,-2.40202,6.70122,-80.7193,-15.28144
2.848,0,0,0,8.22398,-2.00767,4.0529,-2.28327,-42.19799,9.29058,-9.00916,-80.42108,25.00219,-8.36455,-1.16895,-4.09371,4.51444,-40.96489,-2.21974,6.73183,-80.8582,-14.73789
2.856,0,0,0,8.22882,-1.99412,4.04975,-2.15572,-42.24691,9.04689,-8.82293,-80.20862,25.40394,-8.36804,-1.18266,-4.08264,4.34025,-41.02499,-2.03692,6.67181,-81.02385,-14.19224
2.864,0,0,0,8.2319,-1.97737,4.05172,-2.01219,-42.30322,8.74019,-8.64367,-79.95953,25.80249,-8.36831,-1.1996,-4.07712,4.07432,-41.11886,-1.90217,6.40586,-81.11772,-14.05749
2.872,0,0,0,8.23289,-1.95899,4.05864,-1.84109,-42.37007,8.36632,-8.50758,-79.63417,26.25603,-8.36582,-1.21819,-4.07673,3.72349,-41.24242,-1.83916,6.05504,-81.24128,-13.99446
2.88,0,0,0,8.23215,-1.94178,4.06839,-1.61913,-42.45367,7.92002,-8.35313,-79.26462,26.70044,-8.3613,-1.23557,-4.08076,3.35042,-41.3703,-1.81451,5.78403,-81.4662,-13.62524
2.888,0,0,0,8.22751,-1.92692,4.08482,-1.32928,-42.5556,7.41277,-8.06095,-78.91396,27.05587,-8.35389,-1.25056,-4.09136,2.98496,-41.48991,-1.78452,5.52116,-81.67243,-13.27497
2.896,0,0,0,8.22016,-1.91128,4.1069,-0.93112,-42.67819,6.82913,-7.59904,-78.5783,27.31858,-8.34391,-1.26631,-4.10684,2.65223,-41.5952,-1.70637,5.54692,-82.00547,-12.27651
2.904,0,0,0,8.20913,-1.89734,4.13531,-0.41938,-42.81687,6.19375,-7.07374,-78.2533,27.47933,-8.33132,-1.28031,-4.12802,2.35179,-41.68355,-1.56938,5.35308,-82.1602,-11.85188
2.912,0,0,0,8.19606,-1.88365,4.16737,0.15371,-42.95281,5.48712,-6.5091,-77.89988,27.5644,-8.31688,-1.29401,-4.15279,2.09728,-41.75351,-1.38304,5.20904,-82.2932,-11.38041
2.92,0,0,0,8.18107,-1.87221,4.20184,0.6917,-43.06356,4.73057,-5.93511,-77.53372,27.55578,-8.30112,-1.30545,-4.18064,1.87496,-41.80661,-1.14747,5.09288,-82.40644,-10.86321
2.928,0,0,0,8.16522,-1.86192,4.23711,1.15425,-43.13957,3.92271,-5.37915,-77.16953,27.42534,-8.28503,-1.3157,-4.20924,1.66196,-41.85289,-0.90918,4.98313,-82.51051,-10.34445
2.936,0,0,0,8.14822,-1.85395,4.27318,1.55893,-43.18455,3.06511,-4.86306,-76.81331,27.16824,-8.26884,-1.32358,-4.23851,1.45459,-41.89082,-0.65364,4.86493,-82.60427,-9.81231
2.944,0,0,0,8.13158,-1.84703,4.30773,1.87165,-43.19027,2.15208,-4.43553,-76.46601,26.76999,-8.25359,-1.33035,-4.26603,1.25081,-41.92213,-0.38393,4.75228,-82.69005,-9.26159
2.952,0,0,0,8.11581,-1.84209,4.33945,2.17625,-43.17076,1.21553,-4.06763,-76.17274,26.21514,-8.23994,-1.33512,-4.29086,1.01789,-41.95964,-0.16318,4.608,-82.78161,-8.75244
2.96,0,0,0,8.10134,-1.84049,4.3671,2.51673,-43.13676,0.30175,-3.69012,-75.94617,25.56268,-8.22847,-1.33649,-4.31238,0.75967,-42.00211,0.00238,4.44041,-82.87836,-8.28507
2.968,0,0,0,8.08823,-1.8443,4.38971,2.89963,-43.08959,-0.61042,-3.30142,-75.76252,24.82821,-8.21947,-1.33245,-4.33078,0.49249,-42.04252,0.12894,4.26163,-82.97193,-7.85064
2.976,0,0,0,8.07727,-1.8513,4.40691,3.26179,-43.01932,-1.51777,-2.98269,-75.52802,24.11986,-8.21274,-1.32522,-4.34574,0.24779,-42.0727,0.25422,4.11336,-83.05343,-7.40959
2.984,0,0,0,8.06695,-1.86022,4.42205,3.61057,-42.93218,-2.38468,-2.76922,-75.18941,23.53571,-8.20688,-1.31609,-4.35955,-0.00881,-42.1035,0.36023,3.95074,-83.1322,-6.99263
2.992,0,0,0,8.05919,-1.86782,4.43298,3.97939,-42.82778,-3.23082,-2.55048,-74.81513,22.98495,-8.20259,-1.30833,-4.36995,-0.23324,-42.12637,0.47505,3.83051,-83.1973,-6.57914
3,0,0,0,8.05284,-1.87437,4.44173,4.34067,-42.70571,-4.05054,-2.31717,-74.47896,22.39242,-8.19875,-1.30167,-4.37915,-0.44412,-42.14472,0.60156,3.71466,-83.25743,-6.14726
3.008,0,0,0,8.05285,-1.87437,4.44173,4.66946,-42.55549,-4.86933,-2.09957,-74.20625,21.69205,-8.19874,-1.30167,-4.37915,-0.64289,-42.16275,0.75683,3.60952,-83.31495,-5.68598
3.016,0,0,0,8.05285,-1.87437,4.44173,4.97385,-42.38649,-5.67681,-1.84618,-74.04841,20.8582,-8.19874,-1.30167,-4.37915,-0.84296,-42.17755,0.92664,3.4993,-83.36675,-5.21276
3.024,0,0,0,8.05285,-1.87437,4.44173,5.28725,-42.18641,-6.53041,-1.55037,-73.97526,19.84786,-8.19874,-1.30167,-4.37915,-1.0395,-42.18625,1.12476,3.37404,-83.41238,-4.70821
3.032,0,0,0,8.05285,-1.87437,4.44173,5.59852,-41.99276,-7.28805,-1.25496,-74.00119,18.81917,-8.19874,-1.30166,-4.37915,-1.24014,-42.18992,1.3502,3.22866,-83.45227,-4.17655
3.04,0,0,0,8.04724,-1.87793,4.45039,5.9183,-41.77241,-8.07938,-0.95508,-74.08227,17.64856,-8.19427,-1.29806,-4.38858,-1.4249,-42.18273,1.58775,3.09393,-83.47905,-3.6363
3.048,0,0,0,8.04249,-1.8766,4.45953,6.21586,-41.31293,-9.4881,-0.69356,-74.01982,15.72332,-8.1894,-1.29938,-4.39725,-1.61296,-42.17844,1.82768,2.94484,-83.50639,-3.10427
3.056,0,0,0,8.02411,-1.80269,4.52268,6.52155,-41.01106,-10.09042,-0.43286,-74.19487,14.47718,-8.14828,-1.37407,-4.45061,-1.76418,-42.24515,2.02203,2.83173,-83.60233,-2.62099
3.064,0,0,0,8.01859,-1.77869,4.54193,6.83732,-40.70553,-10.83347,-0.18624,-74.44021,12.95177,-8.13631,-1.39821,-4.46498,-1.93962,-42.25675,2.26388,2.69514,-83.64048,-2.09532
3.072,0,0,0,8.01232,-1.75324,4.56284,7.16137,-40.40667,-11.50839,0.07334,-74.72107,11.41275,-8.12325,-1.42376,-4.48065,-2.11578,-42.26705,2.50737,2.56286,-83.67444,-1.57126
3.08,0,0,0,8.00355,-1.7309,4.5867,7.44525,-40.08688,-12.19436,0.31662,-75.00637,9.78083,-8.10871,-1.44616,-4.49978,-2.29852,-42.27373,2.74234,2.42731,-83.70252,-1.05494
3.088,0,0,0,7.99319,-1.71387,4.61109,7.69746,-39.7812,-12.82128,0.54593,-75.35373,8.07244,-8.09357,-1.46329,-4.52146,-2.28337,-42.29086,2.72067,2.49165,-83.73917,-0.79124
3.096,0,0,0,7.98312,-1.70019,4.63355,7.92515,-39.47909,-13.4177,0.76706,-75.73626,6.26165,-8.07907,-1.47708,-4.54285,-2.26888,-42.30464,2.69927,2.55709,-83.77049,-0.52417
3.104,0,0,0,7.97304,-1.68846,4.65514,8.17054,-39.20645,-13.93138,1.02887,-76.16291,4.40746,-8.06495,-1.4889,-4.56404,-2.46757,-42.30479,2.90787,2.40635,-83.78635,-0.02835
3.112,0,0,0,7.96278,-1.68079,4.67544,8.40481,-38.94387,-14.4129,1.29824,-76.59546,2.4676,-8.0525,-1.49662,-4.58345,-2.68001,-42.30191,3.10819,2.23765,-83.79756,0.45784
3.12,0,0,0,7.95304,-1.6735,4.69459,8.62305,-38.71028,-14.82271,1.58427,-77.03463,0.50036,-8.04024,-1.50397,-4.60254,-3.42412,-42.29623,3.63029,1.54006,-83.80371,1.2675
3.128,0,0,0,7.94398,-1.66815,4.7118,8.82007,-38.49554,-15.18977,1.84361,-77.45118,-1.51921,-8.02943,-1.50938,-4.6196,-3.66764,-42.29346,3.79054,1.33436,-83.81155,1.7109
3.136,0,0,0,7.93664,-1.66698,4.72457,8.99268,-38.31341,-15.4997,2.07666,-77.83977,-3.54425,-8.02209,-1.51052,-4.63196,-3.92206,-42.28461,3.9564,1.10822,-83.81245,2.1588
3.144,0,0,0,7.93032,-1.66597,4.73553,9.11747,-38.15428,-15.76546,2.2567,-78.18081,-5.57216,-8.01625,-1.51148,-4.64174,-4.16845,-42.26973,4.13643,0.88412,-83.80588,2.61435
3.152,0,0,0,7.92481,-1.66363,4.74555,9.21096,-38.02551,-15.97296,2.40215,-78.47121,-7.55382,-8.01121,-1.51374,-4.64969,-4.46654,-42.24477,4.37891,0.61584,-83.78634,3.12833
3.16,0,0,0,7.92057,-1.66127,4.75347,9.26862,-37.91557,-16.14881,2.49732,-78.6994,-9.52121,-8.00739,-1.51603,-4.65552,-4.70933,-42.22079,4.58253,0.40203,-83.76621,3.60827
3.168,0,0,0,7.91746,-1.65755,4.75994,9.29036,-37.83686,-16.27025,2.53163,-78.87306,-11.42807,-8.00483,-1.51963,-4.65875,-4.93612,-42.1957,4.78254,0.20701,-83.7429,4.09351
3.176,0,0,0,7.91533,-1.65435,4.76459,9.28688,-37.7824,-16.35364,2.50427,-78.98974,-13.34566,-8.00368,-1.52269,-4.65974,-5.1521,-42.1686,4.97743,0.01767,-83.71632,4.58064
3.184,0,0,0,7.91525,-1.65104,4.76586,9.24581,-37.75675,-16.39318,2.45122,-79.05668,-15.27695,-8.00438,-1.52585,-4.65751,-5.36109,-42.14111,5.16648,-0.16635,-83.68749,5.06719
3.192,0,0,0,7.91665,-1.65058,4.76371,9.16198,-37.75483,-16.40299,2.35855,-79.06011,-17.23016,-8.00719,-1.52618,-4.65255,-5.56509,-42.11083,5.34839,-0.35497,-83.65495,5.54257
3.2,0,0,0,7.91869,-1.65121,4.76009,9.04249,-37.786,-16.36126,2.27851,-79.01012,-19.17503,-8.01142,-1.52538,-4.64554,-5.7658,-42.07401,5.5458,-0.54746,-83.61474,6.02869
3.208,0,0,0,7.92272,-1.65424,4.75231,8.88091,-37.8401,-16.2896,2.23039,-78.8998,-21.08217,-8.01806,-1.52218,-4.63513,-5.96133,-42.0335,5.7427,-0.73569,-83.56893,6.51599
3.216,0,0,0,7.92892,-1.65942,4.74016,8.69586,-37.93188,-16.16,2.2137,-78.73685,-22.94477,-8.02716,-1.51684,-4.6211,-6.16239,-41.98727,5.95076,-0.92111,-83.51382,7.03297
3.224,0,0,0,7.93817,-1.66737,4.72185,8.49534,-38.04439,-16.00252,2.22171,-78.50273,-24.76956,-8.03938,-1.50876,-4.60245,-6.36607,-41.93863,6.15503,-1.10295,-83.45278,7.55918
3.232,0,0,0,7.94905,-1.67937,4.69926,8.29103,-38.17954,-15.81215,2.0174,-78.63788,-24.57918,-8.05372,-1.4967,-4.58125,-6.56435,-41.88647,6.35243,-1.27207,-83.38398,8.09762
3.24,0,0,0,7.96077,-1.6951,4.67369,8.08802,-38.34409,-15.57311,1.81438,-78.80243,-24.34015,-8.06948,-1.48096,-4.55861,-6.75904,-41.83182,6.54039,-1.43377,-83.30864,8.64078
3.248,0,0,0,7.97276,-1.71449,4.64612,7.86091,-38.53258,-15.29159,1.8395,-78.56201,-25.99133,-8.08645,-1.46154,-4.53473,-6.95571,-41.77552,6.71699,-1.59896,-83.22809,9.18408
3.256,0,0,0,7.98374,-1.73911,4.618,7.60576,-38.74821,-14.95956,1.80752,-78.2632,-27.5311,-8.10365,-1.43686,-4.51187,-7.14874,-41.71411,6.88672,-1.77034,-83.14034,9.72177
3.264,0,0,0,7.99407,-1.76486,4.59028,7.32782,-38.98677,-14.57172,2.08506,-76.6402,-32.11679,-8.12057,-1.41103,-4.48956,-7.3607,-41.64713,7.06793,-1.96367,-83.04411,10.27092
3.272,0,0,0,8.00274,-1.79457,4.56358,7.07114,-39.24803,-14.13047,2.05254,-76.31458,-32.94486,-8.1372,-1.38116,-4.46867,-7.5953,-41.57168,7.25846,-2.18459,-82.93722,10.82399
3.28,0,0,0,8.01029,-1.82496,4.5382,6.84121,-39.52534,-13.63903,2.0314,-76.09934,-33.44571,-8.15292,-1.3506,-4.44932,-7.85284,-41.497,7.43655,-2.42686,-82.82748,11.36678
3.288,0,0,0,8.01626,-1.85584,4.5151,6.64301,-39.8058,-13.12043,1.9487,-76.01161,-33.6192,-8.16752,-1.31947,-4.43184,-8.11284,-41.41977,7.61223,-2.66782,-82.71036,11.91755
3.296,0,0,0,8.02081,-1.88607,4.49444,6.42479,-40.07019,-12.60885,1.71907,-76.01377,-33.56147,-8.18046,-1.28898,-4.41692,-8.38045,-41.34412,7.775,-2.9093,-82.58947,12.46371
3.304,0,0,0,8.0218,-1.91716,4.47948,6.20177,-40.28682,-12.18046,1.44988,-76.07011,-33.39538,-8.19039,-1.25754,-4.40758,-8.62944,-41.26604,7.93032,-3.13203,-82.46068,13.01729
3.312,0,0,0,8.02018,-1.94629,4.4698,6.10273,-40.40844,-11.96441,1.36015,-76.16989,-33.2182,-8.19702,-1.22808,-4.40356,-8.86331,-41.19724,8.05114,-3.33975,-82.33651,13.54182
3.32,0,0,0,8.01516,-1.97524,4.46613,6.03239,-40.42731,-11.98392,1.30934,-76.23709,-33.16053,-8.20066,-1.19876,-4.40486,-9.07054,-41.13094,8.15544,-3.52116,-82.21065,14.05112
3.328,0,0,0,8.01043,-2.00147,4.46291,5.88376,-40.34746,-12.21519,1.15682,-76.24597,-33.24018,-8.20348,-1.17216,-4.40677,-9.24645,-41.06894,8.25244,-3.66095,-82.08188,14.56418
3.336,0,0,0,8.00815,-2.0238,4.45695,5.83932,-40.20641,-12.58657,1.04732,-76.20433,-33.42603,-8.20728,-1.14953,-4.40565,-9.39568,-41.01217,8.34797,-3.77119,-81.94989,15.09815
3.344,0,0,0,8.01055,-2.03959,4.44542,5.84348,-40.08659,-12.89895,0.97694,-76.2182,-33.48828,-8.21316,-1.1336,-4.39881,-9.51267,-40.95729,8.46517,-3.85396,-81.81044,15.68292
3.352,0,0,0,8.01378,-2.05435,4.43279,5.81946,-39.95762,-13.2201,0.86251,-76.28042,-33.44828,-8.21918,-1.11874,-4.39137,-9.61521,-40.90126,8.58934,-3.92556,-81.65891,16.3055
3.36,0,0,0,8.01375,-2.06806,4.42645,5.71918,-39.84144,-13.49012,0.6524,-76.383,-33.29263,-8.22196,-1.1049,-4.38967,-9.6859,-40.84367,8.71697,-3.96451,-81.49462,16.95483
3.368,0,0,0,8.00986,-2.08063,4.42761,5.62578,-39.76168,-13.67076,0.43114,-76.51547,-33.04269,-8.22019,-1.09226,-4.39615,-9.74192,-40.78758,8.83498,-3.99296,-81.32221,17.60941
3.376,0,0,0,8.00254,-2.09427,4.43442,5.574,-39.7536,-13.70321,0.23784,-76.69118,-32.68315,-8.21385,-1.07862,-4.41133,-9.77379,-40.73169,8.94147,-4.0032,-81.14098,18.26273
3.384,0,0,0,7.99425,-2.10969,4.44204,5.48547,-39.81843,-13.58167,0.01644,-76.90404,-32.23224,-8.20584,-1.06324,-4.42995,-9.79717,-40.6812,9.02299,-4.02108,-80.95675,18.90297
3.392,0,0,0,7.99338,-2.12032,4.43854,5.27961,-39.94735,-13.30542,-0.31757,-77.15398,-31.67482,-8.20331,-1.05275,-4.43714,-9.81826,-40.64541,9.08729,-4.04947,-80.77551,19.54642
3.4,0,0,0,7.99789,-2.12678,4.42732,4.9968,-40.14532,-12.85509,-0.71084,-77.48325,-30.92159,-8.20409,-1.0465,-4.43715,-9.82375,-40.62386,9.13143,-4.07656,-80.59486,20.19426
3.408,0,0,0,8.00862,-2.12497,4.40875,4.70078,-40.40322,-12.23247,-1.07244,-77.90714,-29.93058,-8.20657,-1.04878,-4.43202,-9.816,-40.62675,9.13601,-4.08125,-80.41711,20.838
3.416,0,0,0,8.02089,-2.11391,4.39173,4.35484,-40.67812,-11.49721,-1.47904,-78.3614,-28.7898,-8.20699,-1.06043,-4.42848,-9.79203,-40.65141,9.1044,-4.0708,-80.24045,21.47666
3.424,0,0,0,8.03674,-2.09338,4.37256,4.07662,-40.95254,-10.70656,-1.87026,-78.7984,-27.601,-8.20675,-1.08167,-4.42378,-9.73319,-40.69681,9.04499,-4.01779,-80.05882,22.12409
3.432,0,0,0,8.05415,-2.0696,4.35176,3.99364,-41.19591,-9.9919,-2.12292,-79.17409,-26.52497,-8.20702,-1.10605,-4.41727,-9.63723,-40.76346,8.93717,-3.9242,-79.87106,22.75938
3.44,0,0,0,8.07106,-2.04487,4.3321,4.10819,-41.39682,-9.40895,-2.26764,-79.47588,-25.60868,-8.20705,-1.13124,-4.4108,-9.48957,-40.84587,8.78767,-3.7526,-79.6651,23.3908
3.448,0,0,0,8.08314,-2.0193,4.32156,4.27885,-41.5215,-9.02762,-2.43818,-79.69125,-24.87213,-8.2036,-1.15718,-4.4105,-9.29181,-40.94281,8.59014,-3.50732,-79.43342,24.02094
3.456,0,0,0,8.0877,-1.9944,4.3246,4.17573,-41.56003,-8.80378,-2.87611,-79.81868,-24.28424,-8.19606,-1.18239,-4.41782,-9.03781,-41.05124,8.34398,-3.17143,-79.16375,24.65713
3.464,0,0,0,8.08309,-1.97659,4.34134,3.73409,-41.4877,-8.81369,-3.53918,-79.88347,-23.84571,-8.18445,-1.20043,-4.43446,-8.73579,-41.16625,8.03653,-2.73281,-78.82441,25.32596
3.472,0,0,0,8.07362,-1.96547,4.36394,3.24771,-41.35783,-8.97958,-4.11319,-79.94408,-23.4715,-8.17047,-1.21168,-4.45713,-8.36812,-41.28437,7.67702,-2.09584,-78.3476,26.11806
3.48,0,0,0,8.06093,-1.96402,4.388,2.8757,-41.21909,-9.22266,-4.55841,-79.96894,-23.23264,-8.1566,-1.21315,-4.48204,-7.9247,-41.39791,7.275,-1.39815,-77.82044,26.86839
3.488,0,0,0,8.04804,-1.96518,4.41108,2.64324,-41.09785,-9.46406,-4.85575,-80.01417,-22.96895,-8.1442,-1.21197,-4.50486,-7.39348,-41.51436,6.81995,-0.76795,-77.36472,27.41001
3.496,0,0,0,8.03676,-1.96836,4.4302,2.58888,-41.02683,-9.63584,-4.98357,-80.11228,-22.60052,-8.13413,-1.20876,-4.52388,-6.84387,-41.65087,6.2403,-0.15873,-76.95986,27.72706
3.504,0,0,0,8.02863,-1.97322,4.44277,2.61024,-41.02811,-9.6446,-5.04007,-80.28303,-22.03899,-8.1275,-1.20384,-4.53708,-6.30474,-41.80638,5.52313,0.3804,-77.11537,27.0099
3.512,0,0,0,8.02507,-1.97825,4.44695,2.63909,-41.07476,-9.53702,-5.08282,-80.49701,-21.34188,-8.12497,-1.19872,-4.54297,-5.70765,-41.94996,4.76243,0.97749,-77.25895,26.24919
3.52,0,0,0,8.02627,-1.98038,4.44383,2.6557,-41.14267,-9.36085,-5.13029,-80.72403,-20.5765,-8.12635,-1.19656,-4.54106,-5.0888,-42.07919,3.97249,1.59635,-77.38818,25.45925
3.528,0,0,0,8.03194,-1.97814,4.4346,2.65918,-41.23606,-9.09487,-5.20101,-80.96406,-19.72504,-8.13131,-1.19881,-4.53158,-4.48719,-42.19485,3.15884,2.19795,-77.50384,24.64561
3.536,0,0,0,8.04287,-1.97098,4.41792,2.64169,-41.28091,-8.9482,-5.28553,-81.14816,-18.99107,-8.1396,-1.20608,-4.51476,-4.49548,-42.20211,3.17567,2.25367,-76.99287,25.4725
3.544,0,0,0,8.05898,-1.96122,4.39285,2.53986,-41.56071,-8.03762,-5.45015,-81.55526,-17.50822,-8.15154,-1.21593,-4.49048,-4.50743,-42.21196,3.19994,2.32343,-76.48677,26.25799
3.552,0,0,0,8.08003,-1.94662,4.36055,2.27842,-41.59312,-7.78826,-5.79073,-81.69168,-16.73761,-8.16616,-1.23066,-4.45981,-4.52205,-42.2267,3.23062,2.38758,-74.51754,28.97271
3.56,0,0,0,8.10302,-1.92843,4.32584,2.00472,-41.61951,-7.52852,-6.1619,-81.79991,-16.01015,-8.18146,-1.249,-4.42655,-4.53734,-42.24504,3.26387,2.44079,-74.25552,29.33552
3.568,0,0,0,8.12722,-1.9067,4.28993,1.81546,-41.64876,-7.27847,-6.45395,-81.8964,-15.33084,-8.19614,-1.27087,-4.39303,-3.92336,-42.34821,2.49841,3.15277,-74.0893,28.87128
3.576,0,0,0,8.1498,-1.88241,4.25768,1.68204,-41.65765,-7.10871,-6.70545,-81.95836,-14.76378,-8.20794,-1.29528,-4.36379,-3.28002,-42.41711,1.785,3.93616,-73.88682,28.4436
3.584,0,0,0,8.17127,-1.85508,4.22844,1.59997,-41.64278,-7.0345,-6.90594,-81.98674,-14.32224,-8.21641,-1.32267,-4.33956,0.02093,-42.23768,-0.99214,7.41065,-73.42865,25.94506
3.592,0,0,0,8.18917,-1.82786,4.20559,1.5035,-41.62053,-6.97218,-7.12184,-81.99866,-13.9225,-8.22085,-1.34982,-4.32275,0.62859,-42.17834,-1.52703,8.17706,-73.10713,25.66722
3.6,0,0,0,8.20303,-1.80372,4.18897,1.39079,-41.61005,-6.86302,-7.32585,-82.02355,-13.4862,-8.22234,-1.37382,-4.31236,1.23708,-42.09838,-2.04819,8.9005,-72.82218,25.34555
3.608,0,0,0,8.21218,-1.78725,4.17809,1.27938,-41.61598,-6.71712,-7.50112,-82.06667,-13.02119,-8.22152,-1.39005,-4.30871,1.87867,-41.98622,-2.56674,9.60268,-72.60696,24.92521
3.616,0,0,0,8.21738,-1.77483,4.17316,1.20259,-41.63724,-6.54493,-7.61827,-82.12742,-12.53114,-8.21843,-1.40219,-4.31066,1.88176,-41.99836,-2.5687,9.65894,-72.61176,24.91643
3.624,0,0,0,8.21796,-1.76766,4.17507,1.14465,-41.67862,-6.32162,-7.71697,-82.20604,-11.98701,-8.21412,-1.4092,-4.31659,1.88607,-42.00536,-2.57463,9.70359,-72.68458,24.82553
3.632,0,0,0,8.21669,-1.76721,4.17775,1.08554,-41.72655,-6.09331,-7.8162,-82.29011,-11.42756,-8.21128,-1.40952,-4.32188,2.72971,-41.80909,-3.19692,10.55974,-72.61226,24.06024
3.64,0,0,0,8.2134,-1.771,4.18262,1.00986,-41.77388,-5.86604,-7.93606,-82.37331,-10.84135,-8.20757,-1.40558,-4.33021,3.39894,-41.62954,-3.68352,11.20635,-72.61273,23.37538
3.648,0,0,0,8.20967,-1.78004,4.18608,0.93236,-41.81711,-5.67148,-8.04555,-82.45656,-10.24624,-8.20518,-1.39633,-4.33774,5.38081,-40.99503,-5.01692,13.14317,-72.22304,21.77214
3.656,0,0,0,8.20568,-1.79319,4.1883,0.84587,-41.86463,-5.46622,-8.164,-82.54248,-9.6173,-8.20413,-1.38299,-4.34399,6.04757,-40.73861,-5.40303,13.73308,-72.29665,21.01892
3.664,0,0,0,8.20368,-1.80619,4.18663,0.76079,-41.90117,-5.30507,-8.28219,-82.61424,-9.01555,-8.205,-1.36979,-4.34653,6.70489,-40.46966,-5.75814,14.29143,-72.43555,20.19804
3.672,0,0,0,8.20455,-1.81831,4.17967,0.68108,-41.94271,-5.12231,-8.39364,-82.68609,-8.39705,-8.20842,-1.35743,-4.34395,7.33047,-40.19739,-6.10401,14.79667,-72.62641,19.30684
3.68,0,0,0,8.2071,-1.82843,4.17026,0.60094,-41.9747,-4.96869,-8.49169,-82.74532,-7.82822,-8.21286,-1.34709,-4.33875,7.93289,-39.9215,-6.44284,15.24605,-72.86655,18.34098
3.688,0,0,0,8.21197,-1.83484,4.15783,0.50914,-42.0118,-4.76268,-8.60101,-82.80269,-7.2537,-8.21869,-1.34049,-4.32975,8.48207,-39.65746,-6.77755,15.62571,-73.15968,17.29871
3.696,0,0,0,8.21822,-1.83839,4.14389,0.41086,-42.03814,-4.58093,-8.7223,-82.84178,-6.75926,-8.22513,-1.3368,-4.31866,8.99497,-39.40034,-7.09935,15.97241,-73.47368,16.21202
3.704,0,0,0,8.22555,-1.83943,4.12886,0.29887,-42.06514,-4.36567,-8.85779,-82.87659,-6.28339,-8.23185,-1.33561,-4.30619,9.45456,-39.15966,-7.40929,16.25865,-73.8272,15.06209
